entry_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_status,label
USR_121,user,2026-07-01 08:05:48,192.168.17.242,"Frankfurt, DE|50.1146,8.6830",/user/profile,password,1907,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_125,user,2026-07-01 08:05:52,192.168.103.57,"Sao Paulo, BR|-23.5511,-46.6348",/email/inbox,password,2481,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_146,service_account,2026-07-01 08:05:54,192.168.221.132,"New York, US|40.7054,-74.0096",/api/v1/auth/token,token,32,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
DEV_135,edge_device,2026-07-01 08:06:24,192.168.96.42,"Chicago, US|41.8758,-87.6245",/device/heartbeat,certificate,48,connect -> access_heartbeat -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_105,user,2026-07-01 08:06:38,192.168.184.140,"London, UK|51.5091,-0.1366",/document/view,password,2840,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
SVC_143,service_account,2026-07-01 08:06:49,192.168.64.87,"San Francisco, US|37.7765,-122.4213",/api/v1/auth/token,token,59,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_120,user,2026-07-01 08:07:18,192.168.211.81,"London, UK|51.5040,-0.1247",/document/view,password,2197,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_121,user,2026-07-01 08:07:32,192.168.17.234,"Frankfurt, DE|50.1161,8.6868",/api/v1/user/settings,password,1768,connect -> access_settings -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_109,user,2026-07-01 08:07:50,192.168.25.89,"Singapore, SG|1.3479,103.8183",/report/download,password,905,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 08:08:03,192.168.142.57,"Sao Paulo, BR|-23.5488,-46.6284",/service/sync,token,52,connect -> access_sync -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_120,user,2026-07-01 08:08:22,192.168.211.9,"London, UK|51.5050,-0.1287",/user/profile,password,1783,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_119,user,2026-07-01 08:08:32,192.168.57.216,"Bangalore, IN|12.9661,77.5886",/report/download,password,980,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 08:08:52,192.168.172.96,"Singapore, SG|1.3562,103.8266",/edge/config/fetch,certificate,25,connect -> access_fetch -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
SVC_144,service_account,2026-07-01 08:09:07,192.168.142.151,"Sao Paulo, BR|-23.5509,-46.6283",/queue/consume,token,18,connect -> access_consume -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_111,user,2026-07-01 08:09:33,192.168.250.97,"San Francisco, US|37.7767,-122.4226",/dashboard/home,password,2818,connect -> access_home -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_143,service_account,2026-07-01 08:09:50,192.168.64.17,"San Francisco, US|37.7767,-122.4117",/queue/consume,token,45,connect -> access_consume -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_116,user,2026-07-01 08:09:53,192.168.95.91,"Chicago, US|41.8779,-87.6220",/document/view,password,2875,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_113,user,2026-07-01 08:10:19,192.168.50.181,"Sao Paulo, BR|-23.5636,-46.6292",/dashboard/home,password,723,connect -> access_home -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_131,edge_device,2026-07-01 08:10:27,192.168.29.112,"Tokyo, JP|35.6766,139.6488",/sensor/telemetry/push,certificate,44,connect -> access_push -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
DEV_141,edge_device,2026-07-01 08:10:41,192.168.194.52,"Bangalore, IN|12.9721,77.5847",/device/heartbeat,certificate,41,connect -> access_heartbeat -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_125,user,2026-07-01 08:11:04,192.168.103.93,"Sao Paulo, BR|-23.5516,-46.6315",/report/download,password,2144,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 08:11:09,192.168.172.167,"Singapore, SG|1.3595,103.8172",/sensor/telemetry/push,certificate,49,connect -> access_push -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_128,user,2026-07-01 08:11:34,192.168.17.153,"Sao Paulo, BR|-23.5545,-46.6358",/email/inbox,password,1016,connect -> access_inbox -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_130,user,2026-07-01 08:11:51,192.168.175.227,"San Francisco, US|37.7795,-122.4178",/user/profile,password,325,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_108,user,2026-07-01 08:12:21,192.168.246.87,"London, UK|51.5048,-0.1252",/email/inbox,password,1989,connect -> access_inbox -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
DEV_134,edge_device,2026-07-01 08:12:43,192.168.216.130,"Frankfurt, DE|50.1114,8.6869",/plc/register/read,certificate,40,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_129,user,2026-07-01 08:13:08,192.168.65.221,"Bangalore, IN|12.9681,77.5930",/tools/analytics,password,2629,connect -> access_analytics -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
DEV_133,edge_device,2026-07-01 08:13:37,192.168.196.130,"Bangalore, IN|12.9696,77.5873",/plc/register/read,certificate,32,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_111,user,2026-07-01 08:14:06,192.168.250.97,"San Francisco, US|37.7764,-122.4181",/tools/analytics,password,3166,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_117,user,2026-07-01 08:14:21,192.168.156.137,"San Francisco, US|37.7749,-122.4206",/email/inbox,password,3199,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_134,edge_device,2026-07-01 08:14:30,192.168.216.130,"Frankfurt, DE|50.1038,8.6800",/device/heartbeat,certificate,36,connect -> access_heartbeat -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_105,user,2026-07-01 08:14:45,192.168.184.167,"London, UK|51.5057,-0.1318",/document/view,password,3042,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_122,user,2026-07-01 08:14:54,192.168.55.168,"Tokyo, JP|35.6754,139.6523",/user/profile,password,1429,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 08:14:59,192.168.207.118,"Frankfurt, DE|50.1203,8.6830",/report/download,password,1067,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_146,service_account,2026-07-01 08:15:04,192.168.221.19,"New York, US|40.7141,-74.0064",/api/v1/auth/token,token,18,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_122,user,2026-07-01 08:15:18,192.168.55.128,"Tokyo, JP|35.6666,139.6502",/report/download,password,2342,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_114,user,2026-07-01 08:15:20,192.168.198.253,"London, UK|51.5077,-0.1155",/report/download,password,3531,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
DEV_138,edge_device,2026-07-01 08:15:49,192.168.188.18,"San Francisco, US|37.7739,-122.4179",/sensor/telemetry/push,certificate,49,connect -> access_push -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
DEV_131,edge_device,2026-07-01 08:16:02,192.168.29.112,"Tokyo, JP|35.6760,139.6445",/firmware/status,certificate,5,connect -> access_status -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_125,user,2026-07-01 08:16:27,192.168.103.36,"Sao Paulo, BR|-23.5448,-46.6295",/report/download,password,3543,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_135,edge_device,2026-07-01 08:16:51,192.168.96.196,"Chicago, US|41.8821,-87.6343",/plc/register/read,certificate,56,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_115,user,2026-07-01 08:17:07,192.168.98.117,"San Francisco, US|37.7819,-122.4264",/report/download,password,1237,connect -> access_download -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_125,user,2026-07-01 08:17:08,192.168.103.36,"Sao Paulo, BR|-23.5476,-46.6223",/api/v1/user/settings,password,1496,connect -> access_settings -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_126,user,2026-07-01 08:17:34,192.168.24.13,"Sydney, AU|-33.8738,151.2065",/email/inbox,password,3086,connect -> access_inbox -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_109,user,2026-07-01 08:18:04,192.168.25.92,"Singapore, SG|1.3526,103.8173",/user/profile,password,2668,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_126,user,2026-07-01 08:18:34,192.168.24.221,"Sydney, AU|-33.8766,151.2096",/user/profile,password,2544,connect -> access_profile -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_106,user,2026-07-01 08:18:35,192.168.115.151,"London, UK|51.5021,-0.1254",/report/download,password,2752,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_130,user,2026-07-01 08:19:03,192.168.175.138,"San Francisco, US|37.7703,-122.4117",/dashboard/home,password,864,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_121,user,2026-07-01 08:19:16,192.168.17.234,"Frankfurt, DE|50.1070,8.6805",/report/download,password,986,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_125,user,2026-07-01 08:19:27,192.168.103.57,"Sao Paulo, BR|-23.5464,-46.6395",/tools/analytics,password,1259,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_106,user,2026-07-01 08:19:36,192.168.115.208,"London, UK|51.5085,-0.1213",/dashboard/home,password,2046,connect -> access_home -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_104,user,2026-07-01 08:19:54,192.168.60.7,"London, UK|51.4994,-0.1269",/email/inbox,password,1553,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 08:19:57,192.168.172.167,"Singapore, SG|1.3534,103.8237",/sensor/telemetry/push,certificate,7,connect -> access_push -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_102,user,2026-07-01 08:20:04,192.168.189.27,"Chicago, US|41.8719,-87.6364",/email/inbox,password,2664,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_131,edge_device,2026-07-01 08:20:09,192.168.29.41,"Tokyo, JP|35.6788,139.6518",/sensor/telemetry/push,certificate,47,connect -> access_push -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_130,user,2026-07-01 08:20:16,192.168.175.138,"San Francisco, US|37.7762,-122.4177",/document/view,password,2985,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_139,edge_device,2026-07-01 08:20:22,192.168.169.122,"Chicago, US|41.8747,-87.6286",/sensor/telemetry/push,certificate,43,connect -> access_push -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_107,user,2026-07-01 08:20:32,192.168.179.88,"Chicago, US|41.8796,-87.6334",/dashboard/home,password,2490,connect -> access_home -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 08:20:51,192.168.142.57,"Sao Paulo, BR|-23.5412,-46.6309",/metrics/export,token,29,connect -> access_export -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_105,user,2026-07-01 08:20:58,192.168.184.140,"London, UK|51.5014,-0.1245",/api/v1/user/settings,password,2545,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_107,user,2026-07-01 08:21:06,192.168.179.88,"Chicago, US|41.8732,-87.6259",/tools/analytics,password,2975,connect -> access_analytics -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 08:21:34,192.168.142.57,"Sao Paulo, BR|-23.5447,-46.6374",/api/v1/auth/token,token,43,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_103,user,2026-07-01 08:22:00,192.168.152.9,"San Francisco, US|37.7797,-122.4173",/user/profile,password,1542,connect -> access_profile -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_124,user,2026-07-01 08:22:22,192.168.138.150,"Bangalore, IN|12.9757,77.6041",/user/profile,password,402,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_101,user,2026-07-01 08:22:33,192.168.7.71,"San Francisco, US|37.7737,-122.4232",/report/download,password,3599,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_128,user,2026-07-01 08:22:37,192.168.17.98,"Sao Paulo, BR|-23.5549,-46.6374",/api/v1/user/settings,password,1603,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 08:23:00,192.168.207.118,"Frankfurt, DE|50.1105,8.6838",/email/inbox,password,1903,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 08:23:17,192.168.172.113,"Singapore, SG|1.3535,103.8239",/plc/register/read,certificate,22,connect -> access_read -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
DEV_131,edge_device,2026-07-01 08:23:42,192.168.29.41,"Tokyo, JP|35.6763,139.6576",/edge/config/fetch,certificate,34,connect -> access_fetch -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_118,user,2026-07-01 08:24:01,192.168.42.119,"London, UK|51.5061,-0.1142",/tools/analytics,password,1440,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_106,user,2026-07-01 08:24:28,192.168.115.151,"London, UK|51.5105,-0.1321",/report/download,password,1262,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_130,user,2026-07-01 08:24:53,192.168.175.193,"San Francisco, US|37.7695,-122.4170",/user/profile,password,2454,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_122,user,2026-07-01 08:25:06,192.168.55.128,"Tokyo, JP|35.6751,139.6539",/report/download,password,237,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_132,edge_device,2026-07-01 08:25:12,192.168.245.225,"New York, US|40.7152,-74.0064",/firmware/status,certificate,18,connect -> access_status -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_118,user,2026-07-01 08:25:23,192.168.42.98,"London, UK|51.5032,-0.1354",/api/v1/user/settings,password,2561,connect -> access_settings -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_101,user,2026-07-01 08:25:41,192.168.7.190,"San Francisco, US|37.7727,-122.4151",/email/inbox,password,2236,connect -> access_inbox -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 08:25:49,192.168.161.41,"Chicago, US|41.8792,-87.6360",/user/profile,password,2121,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_131,edge_device,2026-07-01 08:26:12,192.168.29.112,"Tokyo, JP|35.6771,139.6522",/edge/config/fetch,certificate,46,connect -> access_fetch -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_102,user,2026-07-01 08:26:38,192.168.189.27,"Chicago, US|41.8737,-87.6290",/document/view,password,501,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_145,service_account,2026-07-01 08:26:51,192.168.182.59,"San Francisco, US|37.7752,-122.4251",/db/backup/run,token,20,connect -> access_run -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_124,user,2026-07-01 08:27:10,192.168.138.150,"Bangalore, IN|12.9734,77.5974",/user/profile,password,2058,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
